label,caption,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
motorcycle,"A white motorcycle parked next to a sidewalk.",0.98,0.87,0.73,0.75,0.87,0.78,0.78,0.52,0.67,0.67,0.7,0.41,0.38,0.7,0.5,0.42,0.8,0.65,0.76,0.88,0.85,0.81,0.79,0.64,0.69,0.63,0.74,0.58,0.36,0.31,0.56,0.47,0.71,0.63,0.61,0.81,0.78,0.73,0.75,0.73,0.57,0.66,0.76,0.83,0.77,0.74,0.82,0.71,0.41,0.22,0.29,0.75,0.68,0.76,0.77,0.62,0.66,0.53,0.49,0.78,0.72,0.6,0.3,0.36,0.12,0.06,0.16,0.55,0.63,0.65,0.62,0.59,0.51,0.59,0.49,0.59,0.35,0.27,0.27,0.05,0.48,0.31,0.17,0.44,0.61,0.66,0.65,0.57,0.88,1.0,0.94,0.58,0.61,0.53,0.57,0.43,0.63,0.49,0.28,0.48,0.52,0.49,0.48,0.65,0.73,0.55,0.68,0.69,0.73,0.81,0.75,0.68,0.57,0.38,0.66,0.53,0.56,0.52,0.2,0.29,0.15,0.25,0.82,0.87,0.8,0.49,0.62,0.77,0.63,0.76,0.51,0.21,0.3,0.49,0.4,0.24,0.25,0.31,0.25,0.3,0.52,0.58,0.34,0.45,0.72,0.51,0.2,0.57,0.27,0.21,0.24,0.26,0.24,0.22,0.19,0.14,0.49,0.51,0.16,0.17,0.48,0.25,0.33,0.53,0.38,0.21,0.27,0.33,0.23,0.18,0.16,0.29,0.29,0.13,0.18,0.26,0.58,0.43,0.22,0.41,0.35,0.2,0.27,0.3,0.24,0.22,0.25,0.31,0.34,0.16,0.18,0.24,0.56,0.55,0.33,0.13,0.14,0.2,0.26,0.26,0.23,0.23,0.25,0.26,0.29,0.24,0.11,0.13,0.6,0.55,0.24,0.2,0.18,0.23,0.26,0.25,0.24,0.24,0.24,0.26,0.27,0.26,0.24,0.27,0.58,0.47,0.25,0.29,0.21,0.27,0.29,0.29,0.3,0.29,0.29,0.29,0.31,0.31,0.34,0.35,0.53,0.34,0.2,0.18,0.24,0.27,0.27,0.3,0.3,0.28,0.28,0.3,0.3,0.32,0.36,0.35
motorcycle,"A person riding a motorcycle in an abandoned stone building",0.38,0.38,0.49,0.56,0.7,0.93,0.99,1.0,1.0,0.98,1.0,0.76,0.44,0.61,0.93,0.66,0.38,0.33,0.34,0.49,0.46,0.51,0.65,0.71,0.95,1.0,0.98,0.65,0.34,0.46,1.0,0.62,0.34,0.25,0.31,0.4,0.38,0.4,0.38,0.44,0.63,0.75,0.62,0.42,0.45,0.59,0.96,0.58,0.31,0.29,0.35,0.33,0.42,0.44,0.3,0.44,0.33,0.33,0.39,0.44,0.56,0.55,0.6,0.36,0.35,0.39,0.37,0.23,0.26,0.4,0.29,0.45,0.38,0.5,0.38,0.3,0.48,0.5,0.45,0.44,0.39,0.35,0.35,0.2,0.17,0.18,0.23,0.45,0.38,0.39,0.36,0.24,0.47,0.52,0.43,0.39,0.3,0.35,0.37,0.27,0.2,0.14,0.27,0.53,0.45,0.31,0.39,0.33,0.49,0.46,0.42,0.37,0.22,0.35,0.35,0.28,0.26,0.13,0.27,0.56,0.47,0.4,0.44,0.39,0.5,0.36,0.38,0.4,0.26,0.31,0.33,0.24,0.24,0.15,0.37,0.44,0.41,0.31,0.26,0.4,0.37,0.42,0.51,0.42,0.62,0.61,0.59,0.54,0.5,0.37,0.3,0.2,0.44,0.35,0.34,0.15,0.24,0.5,0.47,0.42,0.42,0.33,0.28,0.22,0.2,0.12,0.12,0.12,0.08,0.14,0.18,0.1,0.3,0.45,0.43,0.48,0.05,0.09,0.12,0.23,0.13,0.2,0.19,0.24,0.22,0.35,0.36,0.27,0.31,0.43,0.4,0.4,0.18,0.11,0.11,0.12,0.16,0.25,0.29,0.4,0.43,0.44,0.49,0.49,0.35,0.38,0.42,0.44,0.15,0.24,0.1,0.1,0.21,0.2,0.27,0.35,0.38,0.4,0.41,0.44,0.2,0.14,0.33,0.43,0.07,0.2,0.07,0.13,0.17,0.17,0.22,0.31,0.36,0.42,0.44,0.42,0.31,0.25,0.39,0.4,0.07,0.14,0.05,0.11,0.11,0.13,0.28,0.35,0.38,0.41,0.42,0.38,0.38,0.39,0.3,0.39
motorcycle,"A show floor with a shiny blue motorcycle surrounded by bars.",0.11,0.09,0.08,0.26,0.4,0.49,0.23,0.02,0.06,0.0,0.13,0.09,0.0,0.01,0.02,0.02,0.3,0.25,0.3,0.46,0.48,0.56,0.33,0.14,0.19,0.15,0.29,0.16,0.08,0.08,0.09,0.11,0.51,0.21,0.36,0.55,0.49,0.56,0.51,0.36,0.46,0.55,0.36,0.47,0.4,0.36,0.36,0.36,0.45,0.34,0.42,0.5,0.48,0.52,0.53,0.4,0.33,0.42,0.21,0.34,0.56,0.45,0.44,0.45,0.51,0.53,0.51,0.38,0.44,0.42,0.32,0.23,0.15,0.17,0.19,0.4,0.53,0.54,0.5,0.46,0.38,0.31,0.32,0.36,0.24,0.22,0.24,0.31,0.44,0.18,0.35,0.5,0.43,0.35,0.44,0.53,0.37,0.29,0.18,0.19,0.18,0.22,0.26,0.29,0.35,0.26,0.44,0.48,0.29,0.27,0.33,0.44,0.34,0.22,0.22,0.16,0.18,0.38,0.35,0.28,0.4,0.23,0.42,0.47,0.24,0.4,0.51,0.38,0.45,0.49,0.33,0.32,0.55,0.69,0.7,0.64,0.38,0.32,0.37,0.51,0.41,0.26,0.52,0.46,0.23,0.24,0.17,0.29,0.3,0.54,0.75,0.75,0.48,0.43,0.42,0.45,0.51,0.21,0.25,0.45,0.3,0.26,0.23,0.32,0.33,0.37,0.69,0.69,0.49,0.47,0.48,0.5,0.46,0.38,0.4,0.55,0.8,0.76,0.55,0.6,0.6,0.56,0.56,0.62,0.63,0.59,0.58,0.56,0.56,0.54,0.72,0.69,0.7,0.5,0.42,0.49,0.49,0.63,0.9,0.66,0.45,0.49,0.47,0.44,0.44,0.47,0.65,0.73,0.36,0.37,0.36,0.45,0.45,0.51,0.75,0.55,0.39,0.46,0.49,0.33,0.35,0.33,0.35,0.51,0.31,0.31,0.32,0.29,0.62,0.35,0.55,0.49,0.33,0.59,0.31,0.32,0.31,0.31,0.28,0.41,0.29,0.3,0.3,0.31,0.57,0.27,0.47,0.44,0.26,0.52,0.31,0.3,0.29,0.29,0.29,0.28
motorcycle,"A man rides a yellow motorcycle down a street.",0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.96,0.95,0.95,0.94,0.93,0.93,0.92,0.92,0.96,0.96,0.96,0.96,0.95,0.95,0.94,0.94,0.93,0.92,0.91,0.91,0.9,0.91,0.89,0.89,0.93,0.93,0.93,0.93,0.93,0.91,0.91,0.9,0.9,0.87,0.87,0.88,0.87,0.88,0.84,0.86,0.89,0.89,0.89,0.88,0.88,0.89,0.87,0.87,0.87,0.84,0.84,0.85,0.85,0.85,0.81,0.83,0.88,0.87,0.87,0.87,0.8,0.73,0.86,0.85,0.84,0.81,0.82,0.82,0.8,0.81,0.77,0.78,0.84,0.78,0.72,0.78,0.67,0.43,0.67,0.8,0.64,0.51,0.74,0.84,0.79,0.78,0.75,0.75,0.62,0.59,0.44,0.47,0.43,0.34,0.38,0.58,0.47,0.27,0.4,0.62,0.72,0.81,0.76,0.71,0.35,0.35,0.35,0.33,0.3,0.29,0.36,0.38,0.31,0.29,0.27,0.42,0.55,0.64,0.64,0.66,0.48,0.37,0.31,0.33,0.38,0.31,0.33,0.28,0.25,0.28,0.42,0.58,0.5,0.5,0.54,0.48,0.38,0.31,0.29,0.25,0.48,0.31,0.24,0.2,0.24,0.29,0.59,0.43,0.51,0.65,0.5,0.44,0.33,0.34,0.36,0.38,0.37,0.33,0.22,0.16,0.17,0.17,0.38,0.31,0.31,0.33,0.41,0.38,0.38,0.38,0.36,0.34,0.33,0.29,0.18,0.07,0.1,0.38,0.45,0.3,0.31,0.44,0.55,0.4,0.45,0.46,0.44,0.44,0.47,0.42,0.09,0.19,0.29,0.56,0.47,0.33,0.52,0.53,0.49,0.44,0.49,0.48,0.47,0.47,0.45,0.28,0.09,0.22,0.24,0.32,0.34,0.33,0.32,0.43,0.39,0.46,0.38,0.38,0.37,0.36,0.36,0.25,0.25,0.2,0.2,0.24,0.29,0.29,0.27,0.32,0.39,0.41,0.41,0.41,0.41,0.38,0.36,0.39,0.31,0.17,0.26,0.25,0.26,0.21,0.19,0.33,0.42,0.46
motorcycle,"A person on a motorcycle talking to a person with a watermelon.",0.29,0.21,0.24,0.24,0.35,0.56,0.51,0.45,0.3,0.5,0.69,0.59,0.56,0.6,0.73,0.67,0.26,0.24,0.18,0.12,0.15,0.23,0.49,0.58,0.37,0.51,0.49,0.59,0.73,0.71,0.71,0.64,0.15,0.16,0.16,0.2,0.17,0.25,0.33,0.42,0.44,0.47,0.37,0.53,0.67,0.73,0.69,0.57,0.2,0.21,0.2,0.32,0.22,0.36,0.46,0.25,0.5,0.44,0.52,0.54,0.42,0.59,0.64,0.53,0.43,0.25,0.25,0.62,0.54,0.29,0.25,0.36,0.47,0.69,0.49,0.38,0.42,0.4,0.34,0.4,0.33,0.42,0.28,0.53,0.58,0.34,0.53,0.57,0.43,0.59,0.4,0.28,0.4,0.4,0.51,0.37,0.06,0.21,0.39,0.38,0.35,0.44,0.47,0.49,0.62,0.59,0.36,0.41,0.51,0.6,0.7,0.51,0.16,0.27,0.45,0.54,0.39,0.46,0.45,0.38,0.45,0.58,0.57,0.49,0.46,0.45,0.57,0.64,0.33,0.54,0.4,0.37,0.62,0.55,0.19,0.35,0.5,0.51,0.44,0.44,0.45,0.49,0.54,0.57,0.35,0.56,0.41,0.31,0.45,0.44,0.19,0.24,0.2,0.24,0.44,0.32,0.29,0.36,0.37,0.45,0.32,0.42,0.51,0.25,0.35,0.35,0.25,0.15,0.14,0.31,0.27,0.12,0.2,0.26,0.29,0.44,0.35,0.1,0.3,0.32,0.28,0.38,0.22,0.21,0.15,0.32,0.19,0.22,0.23,0.21,0.18,0.33,0.4,0.3,0.32,0.42,0.28,0.36,0.19,0.21,0.14,0.25,0.27,0.22,0.16,0.13,0.15,0.15,0.48,0.51,0.48,0.26,0.31,0.36,0.21,0.19,0.22,0.26,0.18,0.16,0.18,0.25,0.35,0.44,0.4,0.4,0.44,0.44,0.36,0.2,0.21,0.24,0.21,0.23,0.21,0.18,0.23,0.25,0.23,0.4,0.47,0.51,0.6,0.63,0.31,0.09,0.16,0.24,0.21,0.24,0.23,0.18,0.17,0.14,0.13,0.13
motorcycle,"A woman riding on the back of a motorcycle.",0.55,0.56,0.57,0.62,0.79,0.57,0.69,0.61,0.51,0.33,0.46,0.57,0.62,0.29,0.41,0.56,0.47,0.53,0.6,0.56,0.85,0.62,0.54,0.53,0.49,0.31,0.33,0.55,0.57,0.23,0.43,0.84,0.42,0.51,0.58,0.34,0.63,0.45,0.13,0.33,0.38,0.27,0.13,0.33,0.35,0.2,0.24,0.29,0.27,0.38,0.43,0.36,0.39,0.2,0.15,0.24,0.16,0.28,0.44,0.38,0.29,0.17,0.33,0.69,0.11,0.18,0.18,0.2,0.24,0.15,0.13,0.54,0.57,0.09,0.52,0.5,0.38,0.12,0.33,0.55,0.22,0.05,0.15,0.2,0.14,0.11,0.28,0.24,0.26,0.16,0.25,0.32,0.44,0.25,0.39,0.29,0.24,0.17,0.13,0.22,0.15,0.02,0.54,0.47,0.04,0.33,0.46,0.51,0.45,0.47,0.61,0.42,0.07,0.08,0.09,0.15,0.27,0.33,0.17,0.55,0.66,0.33,0.32,0.42,0.79,0.59,0.48,0.51,0.21,0.31,0.08,0.1,0.18,0.56,0.39,0.04,0.37,0.28,0.37,0.18,0.29,0.6,0.27,0.33,0.35,0.6,0.47,0.21,0.14,0.38,0.36,0.1,0.08,0.15,0.36,0.36,0.49,0.99,0.36,0.18,0.47,0.39,0.59,0.33,0.26,0.33,0.12,0.22,0.11,0.07,0.16,0.32,0.33,0.63,0.36,0.35,0.46,0.45,0.2,0.4,0.37,0.19,0.06,0.09,0.18,0.18,0.07,0.42,0.43,0.44,0.38,0.29,0.45,0.42,0.29,0.15,0.35,0.19,0.09,0.16,0.11,0.25,0.22,0.49,0.27,0.29,0.51,0.24,0.5,0.47,0.41,0.35,0.42,0.38,0.18,0.2,0.07,0.31,0.28,0.21,0.32,0.05,0.22,0.31,0.5,0.47,0.45,0.44,0.4,0.35,0.35,0.39,0.24,0.42,0.19,0.26,0.49,0.09,0.14,0.15,0.48,0.46,0.46,0.47,0.46,0.41,0.43,0.45,0.46,0.51,0.21,0.22,0.5,0.19,0.26,0.14
motorcycle,"The people sit at the bar next to the motorcycles.",0.21,0.24,0.23,0.25,0.17,0.07,0.18,0.2,0.24,0.49,0.55,0.34,0.13,0.11,0.17,0.17,0.23,0.23,0.22,0.24,0.17,0.07,0.12,0.35,0.55,0.28,0.29,0.47,0.35,0.08,0.27,0.26,0.22,0.22,0.21,0.24,0.16,0.12,0.31,0.49,0.64,0.52,0.62,0.74,0.42,0.07,0.29,0.24,0.22,0.22,0.2,0.23,0.14,0.25,0.39,0.25,0.35,0.33,0.38,0.27,0.35,0.22,0.22,0.19,0.22,0.22,0.21,0.23,0.16,0.2,0.23,0.25,0.25,0.19,0.09,0.17,0.24,0.27,0.2,0.12,0.22,0.22,0.21,0.23,0.15,0.06,0.21,0.24,0.3,0.32,0.32,0.1,0.05,0.03,0.2,0.2,0.18,0.26,0.27,0.28,0.22,0.25,0.22,0.23,0.22,0.19,0.24,0.09,0.03,0.05,0.13,0.16,0.33,0.31,0.31,0.25,0.15,0.16,0.22,0.15,0.07,0.0,0.01,0.13,0.16,0.05,0.2,0.25,0.32,0.43,0.25,0.1,0.21,0.13,0.13,0.05,0.11,0.24,0.13,0.08,0.26,0.16,0.17,0.23,0.12,0.16,0.09,0.11,0.11,0.08,0.24,0.16,0.07,0.04,0.2,0.52,0.16,0.18,0.16,0.07,0.28,0.18,0.02,0.07,0.05,0.08,0.11,0.05,0.05,0.15,0.21,0.39,0.17,0.11,0.06,0.19,0.19,0.68,0.29,0.03,0.14,0.18,0.02,0.0,0.16,0.2,0.21,0.26,0.15,0.11,0.1,0.21,0.04,0.42,0.19,0.0,0.1,0.05,0.1,0.13,0.02,0.04,0.08,0.29,0.15,0.14,0.1,0.16,0.34,0.2,0.1,0.04,0.06,0.03,0.07,0.08,0.06,0.07,0.04,0.23,0.16,0.14,0.17,0.22,0.18,0.16,0.13,0.05,0.02,0.0,0.0,0.02,0.04,0.07,0.06,0.15,0.18,0.11,0.19,0.21,0.11,0.19,0.22,0.23,0.24,0.25,0.25,0.25,0.24,0.22,0.21,0.25,0.29,0.28,0.25,0.22
motorcycle,"A motorcycle is sitting next to a beach.",0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.73,0.75,0.73,0.72,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.67,0.57,0.71,0.74,0.73,0.74,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.76,0.44,0.43,0.64,0.75,0.75,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.69,0.63,0.69,0.59,0.67,0.77,0.77,0.77,0.78,0.79,0.79,0.78,0.78,0.78,0.78,0.59,0.38,0.33,0.51,0.7,0.79,0.78,0.78,0.78,0.79,0.76,0.76,0.78,0.78,0.78,0.77,0.39,0.31,0.42,0.49,0.69,0.8,0.78,0.76,0.78,0.75,0.66,0.58,0.76,0.76,0.77,0.73,0.46,0.44,0.51,0.64,0.72,0.77,0.76,0.79,0.76,0.64,0.66,0.62,0.69,0.69,0.65,0.72,0.74,0.6,0.72,0.79,0.79,0.81,0.76,0.55,0.27,0.79,0.8,0.81,0.83,0.86,0.71,0.6,0.63,0.48,0.56,0.72,0.84,0.71,0.38,0.17,0.09,0.9,0.9,0.91,0.89,0.93,0.74,0.36,0.34,0.37,0.59,0.72,0.91,0.69,0.31,0.42,0.16,0.91,0.9,0.91,0.92,0.95,0.83,0.53,0.4,0.33,0.34,0.34,0.43,0.4,0.35,0.39,0.25,0.93,0.93,0.93,0.93,0.93,0.93,0.89,0.64,0.25,0.27,0.38,0.28,0.3,0.29,0.37,0.29,0.93,0.92,0.91,0.91,0.92,0.94,0.73,0.29,0.28,0.26,0.22,0.28,0.26,0.4,0.43,0.43,0.76,0.77,0.85,0.89,0.78,0.7,0.58,0.29,0.32,0.3,0.34,0.32,0.2,0.27,0.23,0.22,0.69,0.71,0.65,0.46,0.36,0.33,0.25,0.22,0.19,0.24,0.25,0.22,0.27,0.29,0.4,0.52,0.71,0.68,0.65,0.58,0.6,0.52,0.32,0.32,0.36,0.42,0.53,0.61,0.65,0.67,0.68,0.67
motorcycle,"Person driving a plated motorcycle on a track with people watching.",0.65,0.66,0.69,0.68,0.63,0.67,0.68,0.62,0.53,0.56,0.66,0.67,0.73,0.75,0.74,0.73,0.43,0.43,0.43,0.41,0.38,0.43,0.41,0.4,0.38,0.39,0.42,0.42,0.48,0.55,0.59,0.59,0.39,0.41,0.38,0.38,0.37,0.35,0.53,0.85,0.62,0.34,0.41,0.41,0.41,0.46,0.51,0.51,0.38,0.41,0.36,0.38,0.4,0.38,0.4,0.49,0.79,0.38,0.38,0.36,0.4,0.43,0.45,0.46,0.34,0.4,0.4,0.37,0.39,0.37,0.35,0.49,0.32,0.31,0.42,0.41,0.37,0.42,0.47,0.44,0.39,0.35,0.38,0.37,0.38,0.42,0.52,0.35,0.0,0.25,0.36,0.4,0.45,0.49,0.51,0.53,0.56,0.49,0.54,0.49,0.51,0.61,0.82,0.96,0.35,0.27,0.25,0.31,0.61,0.71,0.48,0.58,0.71,0.65,0.69,0.69,0.64,0.69,0.96,0.82,0.87,0.51,0.14,0.22,0.4,0.76,0.69,0.71,0.64,0.57,0.58,0.36,0.19,0.21,0.42,0.64,0.71,0.84,0.5,0.15,0.27,0.71,0.77,0.75,0.53,0.55,0.52,0.51,0.33,0.16,0.16,0.4,0.75,0.79,0.83,0.27,0.49,0.78,0.72,0.72,0.62,0.67,0.52,0.48,0.54,0.35,0.23,0.09,0.75,0.88,0.91,0.42,0.37,0.69,0.63,0.7,0.76,0.78,0.67,0.49,0.62,0.36,0.25,0.17,0.65,0.88,0.86,0.5,0.27,0.41,0.52,0.68,0.79,0.76,0.77,0.42,0.48,0.45,0.63,0.23,0.27,0.51,0.43,0.24,0.31,0.51,0.68,0.65,0.78,0.76,0.8,0.62,0.35,0.61,0.6,0.56,0.4,0.41,0.38,0.29,0.24,0.6,0.61,0.73,0.6,0.59,0.58,0.59,0.48,0.41,0.49,0.6,0.6,0.56,0.57,0.6,0.41,0.38,0.5,0.64,0.69,0.69,0.73,0.73,0.74,0.73,0.69,0.67,0.73,0.76,0.74,0.72,0.75,0.75,0.73,0.71
motorcycle,"The man is riding his motorcycle around the bend.",0.65,0.67,0.66,0.65,0.62,0.62,0.64,0.66,0.67,0.65,0.65,0.63,0.63,0.65,0.64,0.62,0.67,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.7,0.65,0.63,0.63,0.6,0.61,0.63,0.61,0.62,0.63,0.65,0.66,0.67,0.64,0.62,0.43,0.47,0.58,0.55,0.62,0.6,0.61,0.65,0.63,0.66,0.67,0.65,0.67,0.66,0.64,0.6,0.48,0.2,0.49,0.34,0.44,0.68,0.62,0.66,0.63,0.64,0.66,0.65,0.65,0.62,0.64,0.54,0.64,0.57,0.38,0.4,0.32,0.47,0.69,0.67,0.66,0.56,0.57,0.58,0.6,0.58,0.55,0.61,0.68,0.47,0.25,0.36,0.46,0.36,0.55,0.63,0.62,0.57,0.57,0.57,0.69,0.51,0.26,0.38,0.31,0.51,0.46,0.35,0.38,0.38,0.47,0.57,0.56,0.59,0.58,0.59,0.59,0.33,0.2,0.33,0.3,0.32,0.34,0.34,0.26,0.16,0.34,0.56,0.65,0.58,0.66,0.62,0.7,0.34,0.19,0.24,0.14,0.17,0.26,0.23,0.15,0.27,0.33,0.31,0.35,0.51,0.36,0.65,0.62,0.6,0.3,0.17,0.13,0.21,0.08,0.15,0.27,0.38,0.24,0.15,0.22,0.27,0.47,0.67,0.51,0.51,0.25,0.53,0.6,0.45,0.36,0.11,0.26,0.12,0.1,0.24,0.15,0.52,0.67,0.31,0.33,0.36,0.16,0.24,0.59,0.67,0.36,0.42,0.42,0.28,0.47,0.51,0.56,0.66,0.43,0.17,0.2,0.33,0.2,0.09,0.15,0.15,0.18,0.35,0.31,0.24,0.19,0.61,0.78,0.41,0.39,0.24,0.24,0.42,0.32,0.15,0.09,0.06,0.06,0.09,0.2,0.14,0.17,0.22,0.2,0.25,0.24,0.24,0.37,0.44,0.42,0.38,0.3,0.25,0.27,0.29,0.33,0.21,0.18,0.2,0.2,0.47,0.45,0.48,0.51,0.51,0.51,0.47,0.47,0.48,0.48,0.48,0.44,0.35,0.22,0.2,0.18
motorcycle,"A man riding a motorcycle down a city street.",0.23,0.25,0.18,0.31,0.38,0.22,0.19,0.15,0.11,0.13,0.2,0.15,0.14,0.03,0.04,0.05,0.18,0.2,0.27,0.38,0.35,0.17,0.17,0.14,0.13,0.17,0.12,0.08,0.02,0.02,0.03,0.01,0.22,0.2,0.09,0.42,0.27,0.0,0.02,0.13,0.15,0.14,0.09,0.09,0.03,0.01,0.0,0.0,0.07,0.18,0.22,0.28,0.27,0.07,0.09,0.13,0.11,0.07,0.03,0.03,0.03,0.01,0.01,0.0,0.16,0.13,0.15,0.25,0.33,0.18,0.24,0.32,0.18,0.05,0.01,0.0,0.04,0.03,0.07,0.01,0.16,0.17,0.11,0.22,0.23,0.0,0.12,0.27,0.2,0.04,0.01,0.0,0.07,0.07,0.1,0.02,0.05,0.13,0.21,0.28,0.27,0.07,0.07,0.07,0.18,0.14,0.07,0.06,0.09,0.08,0.08,0.02,0.01,0.03,0.14,0.3,0.32,0.21,0.24,0.22,0.34,0.3,0.2,0.21,0.17,0.15,0.11,0.09,0.11,0.0,0.13,0.33,0.4,0.23,0.27,0.27,0.36,0.42,0.29,0.25,0.27,0.27,0.27,0.26,0.2,0.07,0.09,0.29,0.41,0.25,0.25,0.25,0.43,0.36,0.29,0.29,0.29,0.3,0.31,0.31,0.46,0.47,0.42,0.36,0.46,0.42,0.38,0.27,0.41,0.52,0.44,0.46,0.47,0.49,0.5,0.51,0.57,0.57,0.59,0.54,0.58,0.57,0.51,0.29,0.36,0.47,0.57,0.55,0.55,0.56,0.56,0.57,0.58,0.58,0.59,0.62,0.59,0.61,0.47,0.31,0.33,0.49,0.55,0.53,0.54,0.55,0.55,0.56,0.49,0.47,0.51,0.5,0.48,0.44,0.27,0.33,0.45,0.45,0.62,0.53,0.56,0.55,0.56,0.56,0.49,0.47,0.42,0.34,0.3,0.27,0.18,0.27,0.58,0.6,0.53,0.55,0.56,0.57,0.59,0.61,0.56,0.56,0.55,0.53,0.56,0.56,0.55,0.57,0.58,0.54,0.56,0.64,0.65,0.64,0.64,0.64
motorcycle,"A man looking at motorcycles in a field.",0.92,0.95,0.94,0.93,0.82,0.73,0.93,0.9,0.88,0.85,0.86,0.86,0.81,0.8,0.78,0.75,0.89,0.92,0.93,0.95,0.6,0.46,0.94,0.85,0.84,0.88,0.72,0.6,0.79,0.8,0.77,0.68,0.85,0.86,0.91,0.72,0.37,0.3,0.69,0.85,0.83,0.69,0.33,0.24,0.59,0.72,0.67,0.5,0.84,0.62,0.59,0.6,0.29,0.33,0.42,0.48,0.56,0.44,0.25,0.24,0.3,0.27,0.32,0.31,0.47,0.43,0.44,0.41,0.35,0.31,0.24,0.11,0.26,0.44,0.22,0.28,0.27,0.27,0.37,0.24,0.34,0.3,0.35,0.26,0.25,0.2,0.16,0.22,0.21,0.25,0.27,0.36,0.28,0.22,0.27,0.39,0.23,0.2,0.17,0.28,0.18,0.14,0.15,0.27,0.3,0.31,0.32,0.39,0.24,0.29,0.24,0.36,0.32,0.29,0.27,0.39,0.33,0.2,0.18,0.22,0.24,0.3,0.34,0.31,0.3,0.25,0.34,0.31,0.46,0.36,0.56,0.44,0.31,0.18,0.16,0.26,0.22,0.23,0.25,0.27,0.31,0.28,0.33,0.33,0.31,0.26,0.28,0.31,0.23,0.17,0.15,0.32,0.35,0.38,0.32,0.22,0.24,0.36,0.36,0.33,0.35,0.28,0.2,0.22,0.22,0.2,0.2,0.31,0.35,0.42,0.41,0.31,0.18,0.34,0.4,0.37,0.35,0.37,0.33,0.22,0.18,0.19,0.24,0.35,0.26,0.34,0.33,0.37,0.2,0.26,0.38,0.38,0.37,0.34,0.32,0.3,0.25,0.27,0.22,0.38,0.36,0.25,0.27,0.34,0.21,0.23,0.34,0.33,0.35,0.34,0.36,0.33,0.35,0.33,0.29,0.27,0.46,0.35,0.31,0.29,0.18,0.25,0.37,0.36,0.33,0.35,0.36,0.36,0.36,0.34,0.36,0.34,0.26,0.31,0.27,0.19,0.17,0.31,0.35,0.35,0.33,0.32,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.29,0.21,0.18,0.22,0.26,0.31,0.31
